# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=890819740
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./testtraces_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,Q
-4084.28,0.769645,0.503799,2,7,0,4089.97,0.884559,0.901113
-4082.85,0.991717,0.482983,3,11,0,4084.86,0.910344,0.897175
-4083.22,0.386562,0.69472,2,3,0,4085.92,0.913521,0.896478
-4082.75,0.969908,0.331531,3,15,0,4084.17,0.906781,0.899204
-4082.48,0.937367,0.457703,2,7,0,4083.88,0.899557,0.898619
-4083.47,0.967267,0.594294,3,7,0,4083.74,0.913825,0.894628
-4082.71,0.713179,0.812482,2,3,0,4083.76,0.907535,0.896759
-4082.64,0.938979,0.703231,2,7,0,4083.16,0.897036,0.902211
-4083.25,0.321488,0.911206,3,7,0,4083.84,0.890575,0.904587
-4082.62,0.908395,0.393731,3,15,0,4086.76,0.907771,0.897398
-4082.54,0.999623,0.48339,2,3,0,4082.63,0.905854,0.897465
-4082.57,0.998982,0.695784,2,3,0,4082.61,0.907051,0.897705
-4082.57,0.0338797,0.997546,2,3,0,4083.41,0.907051,0.897705
-4082.76,0.977124,0.263953,1,3,0,4083.05,0.908627,0.898176
-4083.07,0.991776,0.364606,3,7,0,4083.19,0.90666,0.895827
-4083.54,0.956602,0.515334,2,3,0,4083.64,0.904288,0.895499
-4083.97,0.96592,0.683619,2,5,0,4085.14,0.881934,0.906284
-4085.28,0.321155,0.91957,1,1,0,4085.63,0.874752,0.905503
-4083.46,0.954309,0.408264,3,7,0,4086.39,0.907433,0.900383
-4085.48,0.851552,0.538189,2,3,0,4085.55,0.893144,0.896574
-4084.71,1,0.594328,2,7,0,4086.05,0.915859,0.898538
-4084.37,0.67502,0.843758,1,3,0,4086.32,0.910678,0.900317
-4082.36,0.981291,0.689619,3,7,0,4083.65,0.901027,0.900162
-4082.48,0.856419,0.945737,3,7,0,4082.56,0.898362,0.901451
-4082.41,0.572296,1.04925,1,3,0,4082.48,0.895096,0.901699
-4082.51,0.900255,0.723029,2,7,0,4084.6,0.90575,0.898684
-4082.51,0.0609982,0.863134,1,1,0,4084.16,0.90575,0.898684
-4083.15,0.979333,0.255081,3,15,0,4084.84,0.891491,0.899871
-4082.42,1,0.347916,3,7,0,4083.15,0.893693,0.901548
-4082.49,0.998095,0.489954,2,3,0,4082.5,0.892697,0.902007
-4084.43,0.685607,0.686207,3,7,0,4084.53,0.882162,0.9021
-4082.58,0.882872,0.574432,2,3,0,4085.28,0.89557,0.902349
-4082.63,0.993326,0.664549,2,3,0,4082.71,0.891537,0.901304
-4082.35,0.990547,0.919427,1,3,0,4082.62,0.898269,0.90092
-4082.35,0.0733349,1.2636,1,3,0,4083.37,0.898269,0.90092
-4082.51,0.99263,0.392826,2,7,0,4082.73,0.894976,0.902212
-4082.76,0.982102,0.542036,3,11,0,4083.35,0.905476,0.896706
-4083.17,0.886021,0.73382,2,3,0,4083.38,0.912935,0.896777
-4082.49,1,0.850009,1,3,0,4083.32,0.905839,0.897922
-4082.7,0.292111,1.18009,2,5,0,4084.12,0.891943,0.903153
-4082.54,0.847077,0.529566,3,11,0,4083.61,0.897084,0.899167
-4082.99,0.980053,0.576381,2,5,0,4083.55,0.910738,0.897767
-4083.25,0.929258,0.773835,2,7,0,4083.76,0.895714,0.903643
-4083.25,0.157906,0.957147,2,3,0,4085.38,0.895714,0.903643
-4083.39,0.985087,0.351451,1,1,0,4083.44,0.895686,0.903852
-4082.92,0.997969,0.474977,2,3,0,4083.36,0.88803,0.902363
-4083.21,0.811199,0.653756,2,3,0,4083.76,0.889483,0.904643
-4082.45,0.987899,0.671268,2,7,0,4084.36,0.893766,0.900977
-4082.45,0.208981,0.906839,2,5,0,4083.94,0.893766,0.900977
-4083.07,0.993374,0.365881,4,15,0,4084,0.886312,0.903913
-4083.06,0.916336,0.49846,2,3,0,4083.77,0.887366,0.904232
-4084.16,0.79312,0.601994,2,3,0,4084.58,0.882337,0.90675
-4085.86,0.830295,0.601031,2,3,0,4086.26,0.872128,0.908469
-4084.17,0.979245,0.635201,2,3,0,4086.7,0.883896,0.906737
-4084.46,0.909959,0.842404,2,3,0,4085.09,0.877655,0.905906
-4083.82,0.390935,1.00372,3,7,0,4085.7,0.910301,0.899762
-4086.59,0.819277,0.543439,2,3,0,4086.85,0.911795,0.901903
-4088.56,0.61246,0.564585,1,1,0,4089.64,0.915797,0.901797
-4085.74,1,0.429199,2,3,0,4088.18,0.914049,0.90039
-4083.94,1,0.585492,3,7,0,4085.76,0.908159,0.900758
-4083.48,0.93033,0.797286,2,5,0,4083.89,0.891074,0.899466
-4082.65,0.508472,0.976499,2,7,0,4082.9,0.906563,0.896964
-4082.32,0.969817,0.636553,2,7,0,4084.28,0.898636,0.899632
-4082.32,0.233979,0.826374,1,1,0,4083.12,0.898636,0.899632
-4082.3,1,0.359443,2,7,0,4082.33,0.898601,0.899866
-4082.52,0.942857,0.487989,2,7,0,4083.06,0.903918,0.899723
-4082.84,0.890806,0.607896,1,1,0,4082.88,0.905122,0.900162
-4082.86,0.994381,0.700564,2,3,0,4083,0.897307,0.898341
-4083.57,0.773465,0.939206,2,5,0,4083.8,0.894368,0.904387
-4082.34,0.641972,0.909734,2,7,0,4083.23,0.896152,0.901149
-4082.68,0.97354,0.727354,2,5,0,4083.22,0.907581,0.896886
-4082.99,0.824413,0.943614,1,1,0,4083.01,0.91089,0.897652
-4088.1,0.140923,0.984391,1,3,0,4090.77,0.884033,0.897791
-4083.32,1,0.381423,3,7,0,4088.27,0.905045,0.901041
-4083.06,0.990564,0.513901,2,7,0,4084.31,0.887846,0.901882
-4082.98,0.882504,0.68197,2,5,0,4084.78,0.910245,0.898065
-4082.31,0.97834,0.773655,2,7,0,4083.71,0.899617,0.899392
-4082.44,0.760563,1.00627,1,3,0,4082.77,0.893444,0.901539
-4082.44,0.704166,0.957268,3,7,0,4082.51,0.893704,0.90108
-4083.38,0.412389,0.840454,2,5,0,4084.26,0.905876,0.89542
-4083.53,0.982006,0.487491,1,1,0,4083.66,0.906467,0.895097
-4082.43,0.845644,0.63638,2,7,0,4084.28,0.901024,0.900502
-4082.39,0.837244,0.683966,2,3,0,4082.84,0.89539,0.900434
-4082.51,0.819813,0.726167,2,7,0,4083.05,0.905167,0.899083
-4082.77,0.820413,0.752035,2,7,0,4083.27,0.891665,0.900661
-4082.31,1,0.779332,1,3,0,4082.64,0.89686,0.900532
-4082.63,0.296022,1.03862,2,5,0,4082.93,0.899429,0.898228
-4082.53,0.996815,0.516458,3,9,0,4082.75,0.8967,0.901984
-4082.74,0.991961,0.684944,2,7,0,4083.1,0.909046,0.896863
-4082.74,0.150339,0.901032,1,1,0,4083.51,0.909046,0.896863
-4082.42,0.923369,0.367963,3,7,0,4083.85,0.902374,0.898254
-4082.41,0.993216,0.440243,2,3,0,4082.5,0.901806,0.898362
-4082.71,0.962419,0.57958,2,7,0,4082.77,0.902212,0.897373
-4082.67,0.974766,0.730338,2,3,0,4082.9,0.904209,0.900085
-4082.37,0.655727,0.935032,2,7,0,4082.62,0.90086,0.900273
-4087.75,0.154449,0.771844,2,7,0,4092.32,0.922553,0.89859
-4085.75,0.993756,0.321102,2,3,0,4088.2,0.921537,0.897103
-4084.92,0.99811,0.421956,3,7,0,4085.7,0.919789,0.896852
-4085.73,0.805244,0.55707,2,3,0,4087.38,0.913463,0.891497
-4084.15,1,0.565117,1,1,0,4085.32,0.914698,0.893205
-4082.95,0.826218,0.746505,2,3,0,4084.81,0.908218,0.89907
-4082.6,0.953624,0.778489,2,3,0,4082.95,0.905647,0.899218
-4082.43,0.949462,0.964,2,3,0,4082.47,0.903907,0.898113
-4082.64,0.650118,1.18588,1,1,0,4082.94,0.900299,0.897955
-4082.64,0,9.03004,0,1,1,4083.57,0.900299,0.897955
-4082.64,3.30323e-05,1.26387,1,3,0,4085.58,0.900299,0.897955
-4082.66,0.997807,0.111946,4,19,0,4083.38,0.907511,0.897001
-4082.69,0.997829,0.14067,3,15,0,4082.89,0.905828,0.896873
-4083.21,0.995622,0.209211,4,15,0,4083.5,0.913035,0.895475
-4083.6,0.95706,0.341511,1,3,0,4083.94,0.912555,0.89428
-4082.59,0.87771,0.525007,2,7,0,4085.49,0.891304,0.902563
-4083.16,0.704998,0.650368,2,3,0,4083.68,0.888325,0.904598
-4086.3,0.553655,0.475083,2,3,0,4087.77,0.872899,0.904742
-4082.84,0.993874,0.217025,3,11,0,4089.6,0.9025,0.901091
-4082.52,0.999459,0.402197,2,3,0,4082.89,0.895652,0.89972
-4082.56,0.998857,0.761476,3,7,0,4082.66,0.906137,0.897389
-4082.56,1.78675e-07,1.43779,1,1,0,4084.13,0.906137,0.897389
-4082.63,0.999847,0.120062,3,7,0,4082.65,0.906863,0.89705
-4082.92,0.997333,0.229562,5,31,0,4083.38,0.910066,0.896106
-4082.82,0.978762,0.432975,3,7,0,4083.18,0.905385,0.896554
-4082.81,0.944894,0.76597,2,3,0,4083.07,0.900286,0.897598
-4082.35,1,1.21378,1,1,0,4082.58,0.900867,0.898843
-4082.35,0.0542006,2.25525,1,2,1,4082.43,0.900867,0.898843
-4082.35,1,0.247427,3,7,0,4082.36,0.902524,0.899409
-4082.59,0.947982,0.46163,2,7,0,4083.36,0.896154,0.902265
-4082.95,0.922088,0.73217,2,3,0,4083.01,0.889492,0.90127
-4082.95,0.00141972,1.06909,1,1,0,4083.31,0.889492,0.90127
-4082.4,0.999457,0.109267,4,31,0,4084.01,0.904208,0.898682
-4082.4,0.999954,0.20108,2,3,0,4082.41,0.904305,0.89864
-4082.52,0.99062,0.366824,3,7,0,4082.61,0.905523,0.898905
-4083.01,0.987062,0.645356,2,7,0,4083.08,0.907851,0.895827
-4083.01,0.235929,1.11361,1,3,0,4083.53,0.907851,0.895827
-4082.43,0.998893,0.239241,3,15,0,4083.72,0.902395,0.89999
-4082.42,0.999029,0.426104,2,7,0,4082.56,0.894999,0.900476
-4083.03,0.857109,0.751993,1,3,0,4083.25,0.896066,0.903217
-4083.03,0.118292,0.897086,1,1,0,4083.4,0.896066,0.903217
-4083.2,0.99271,0.148212,4,15,0,4084.6,0.88865,0.904676
-4082.67,0.999928,0.255852,3,7,0,4083.21,0.89017,0.902772
-4083.27,0.963757,0.446202,4,15,0,4084.28,0.885034,0.904514
-4083.27,0.0795727,0.701874,2,3,0,4086.45,0.885034,0.904514
-4082.48,0.999919,0.111161,4,31,0,4083.44,0.893106,0.902109
-4083.42,0.953195,0.192555,2,7,0,4084.51,0.889599,0.900173
-4083.38,1,0.293593,3,7,0,4083.63,0.888854,0.900568
-4082.66,1,0.500675,2,3,0,4083.21,0.892285,0.900751
-4082.66,0.0149587,0.846977,1,1,0,4083.89,0.892285,0.900751
-4084.93,0.997786,0.122029,4,31,0,4085.33,0.878182,0.907954
-4084.98,0.997981,0.205798,2,3,0,4085.02,0.878777,0.908094
-4082.74,0.992474,0.344591,4,15,0,4085.4,0.904391,0.896888
-4083.27,0.905113,0.565069,3,7,0,4083.47,0.910741,0.898611
-4083.27,0.725162,0.744624,1,3,0,4084.46,0.910741,0.898611
-4083.27,0.444011,0.633981,1,1,0,4084.65,0.910741,0.898611
-4083.1,1,0.276328,3,7,0,4083.37,0.905448,0.895958
-4082.49,0.867935,0.455585,2,3,0,4084.46,0.903217,0.899898
-4082.65,0.989416,0.546476,2,7,0,4082.85,0.893113,0.900365
-4082.65,0.00122834,0.868987,1,1,0,4085.35,0.893113,0.900365
-4082.65,0.999961,0.137872,4,15,0,4082.7,0.892784,0.90051
-4082.76,0.989571,0.225251,2,7,0,4083.12,0.898878,0.902028
-4084.03,0.97907,0.357038,3,15,0,4085.46,0.912515,0.893544
-4084.25,0.991722,0.549258,3,15,0,4084.31,0.888522,0.906321
-4084.9,0.194023,0.864798,2,3,0,4085.86,0.889719,0.9068
-4082.96,1,0.224297,4,23,0,4085.12,0.89609,0.898533
-4082.55,0.990115,0.359661,2,3,0,4083.19,0.900748,0.900978
-4082.86,1,0.560892,2,7,0,4083.06,0.906369,0.896331
-4082.86,0.0108728,0.889237,2,3,0,4084.58,0.906369,0.896331
-4083.19,0.980111,0.159098,2,7,0,4084.66,0.909461,0.899055
-4082.73,0.991875,0.241927,2,7,0,4084.03,0.908063,0.896703
-4082.74,0.98402,0.375541,4,15,0,4083.11,0.907059,0.896637
-4082.53,0.979408,0.570196,2,7,0,4083.45,0.90145,0.897991
-4083.04,0.607845,0.853084,3,7,0,4083.4,0.890199,0.900663
-4084.22,0.614944,0.574085,1,1,0,4084.41,0.887045,0.900077
-4086.89,0.581098,0.393903,1,1,0,4086.92,0.883214,0.898998
-4085.63,1,0.252628,2,7,0,4087.37,0.883337,0.900057
-4085,1,0.392833,3,9,0,4086.44,0.916031,0.898828
-4082.42,0.963989,0.607902,2,7,0,4084.58,0.895871,0.900046
-4083.22,0.452227,0.868693,2,7,0,4083.43,0.907903,0.895377
-4085.16,0.941806,0.428805,2,7,0,4086.95,0.924657,0.893336
-4082.65,0.989787,0.584205,3,7,0,4085.29,0.907366,0.898459
-4082.65,0.0259641,0.875244,1,1,0,4083.9,0.907366,0.898459
-4082.81,0.912664,0.183197,4,31,0,4088.74,0.888635,0.902652
-4082.35,0.995399,0.235116,4,23,0,4083.27,0.903009,0.898919
-4082.51,0.981828,0.355632,3,15,0,4083.32,0.894394,0.90226
-4082.41,0.995884,0.521275,3,7,0,4082.59,0.896769,0.901544
-4082.35,0.969859,0.782811,2,5,0,4082.46,0.902956,0.898981
-4082.35,0.27207,1.11181,2,5,0,4083.07,0.902956,0.898981
-4083.01,0.879337,0.395802,1,3,0,4083.42,0.905347,0.900416
-4082.97,0.99865,0.470293,2,3,0,4083.19,0.896229,0.898458
-4082.73,0.982368,0.704757,2,5,0,4083.43,0.898423,0.902077
-4082.77,0.361524,1.01916,2,5,0,4082.78,0.890282,0.901447
-4082.95,0.958633,0.44014,4,15,0,4083.71,0.888469,0.901856
-4083.72,0.811387,0.607144,2,3,0,4084.2,0.892945,0.904875
-4083.2,1,0.629077,1,3,0,4084.25,0.896681,0.90335
-4082.67,0.736314,0.934912,2,7,0,4083.09,0.900802,0.897767
-4082.67,0.000957396,0.837557,1,1,0,4085.57,0.900802,0.897767
-4085.24,0.952801,0.186087,3,7,0,4085.61,0.916367,0.898943
-4084.1,1,0.252952,2,3,0,4085.3,0.914206,0.898445
-4084.11,0.998557,0.374724,2,5,0,4084.75,0.912537,0.893431
-4084.28,0.942993,0.551695,4,15,0,4084.95,0.884121,0.906889
-4084.28,1,0.72983,1,1,0,4084.52,0.883456,0.906942
-4085,0.13907,1.07065,3,7,0,4085.71,0.8756,0.90558
-4084.45,0.992095,0.318735,3,15,0,4087.53,0.879591,0.903633
-4084.06,0.623551,0.460899,2,7,0,4087.87,0.896011,0.904585
-4082.54,0.923738,0.338064,3,7,0,4085.6,0.896866,0.901991
-4083.11,0.997216,0.430023,3,7,0,4083.27,0.886252,0.904143
-4083.22,0.995518,0.623912,2,3,0,4083.35,0.886959,0.90476
-4085.7,0.379385,0.899668,2,3,0,4086.44,0.876049,0.909099
-4084.39,0.708695,0.425752,2,3,0,4088.21,0.880218,0.907073
-4085.78,0.995062,0.366195,4,15,0,4085.8,0.873933,0.908993
-4083.31,0.99304,0.526352,2,3,0,4085.79,0.884574,0.904525
-4084.59,0.730788,0.751641,2,3,0,4084.83,0.88831,0.906742
-4084.04,0.973984,0.671953,3,7,0,4084.51,0.884617,0.906498
-4083.94,1,0.92424,1,1,0,4084.14,0.882497,0.906292
-4083.94,1.21284e-06,1.32754,1,1,0,4085.03,0.882497,0.906292
-4082.4,0.991708,0.328888,3,11,0,4085.7,0.901438,0.898483
-4082.69,0.972094,0.466115,3,11,0,4084.02,0.893256,0.903017
-4082.93,0.994543,0.636709,2,3,0,4082.98,0.887432,0.903142
-4082.78,0.7159,0.902134,2,5,0,4083.43,0.898038,0.90229
-4082.61,0.989808,0.787577,2,7,0,4082.79,0.905708,0.899226
-4082.61,0.0502323,1.10304,1,1,0,4082.72,0.905708,0.899226
-4082.51,0.993917,0.307371,3,7,0,4082.85,0.90103,0.900765
-4082.81,0.849237,0.433912,1,3,0,4083.76,0.896013,0.898854
-4083.07,0.933389,0.477537,1,1,0,4083.16,0.89546,0.898547
-4082.83,0.979153,0.6058,2,7,0,4083.48,0.910047,0.896715
-4082.45,1,0.82892,3,7,0,4082.82,0.903527,0.89797
-4082.45,0.00636171,1.17213,1,3,1,4083.78,0.903527,0.89797
-4082.53,0.998545,0.311647,3,7,0,4082.6,0.90663,0.89797
-4082.84,0.947591,0.440019,2,5,0,4083.02,0.900055,0.897597
-4082.62,0.99717,0.569272,2,7,0,4083.17,0.898487,0.901812
-4082.62,0.339444,0.798306,1,1,0,4083.06,0.898487,0.901812
-4083.52,0.99756,0.375727,3,7,0,4083.75,0.88734,0.905424
-4082.97,0.951187,0.526728,1,3,0,4084.81,0.894229,0.903487
-4082.9,0.858172,0.682594,2,3,0,4083.36,0.891352,0.900468
-4082.71,0.995126,0.758115,3,7,0,4083.74,0.895478,0.899261
-4082.71,0.028063,1.05243,1,1,0,4082.94,0.895478,0.899261
-4082.81,1,0.301721,3,7,0,4082.94,0.89733,0.902528
-4082.38,0.999793,0.422523,4,15,0,4083.19,0.902423,0.898453
-4082.34,0.941836,0.590172,2,3,0,4082.55,0.90159,0.898835
-4082.51,0.973543,0.749125,1,3,0,4082.63,0.904215,0.897639
-4082.44,0.385187,0.999054,1,3,0,4082.86,0.898205,0.899134
-4083.24,0.883321,0.517979,4,15,0,4085.45,0.912875,0.897251
-4083.56,0.924137,0.597642,1,1,0,4083.65,0.914376,0.897264
-4084,0.974935,0.735178,1,3,0,4084.57,0.918742,0.895071
-4084,0.000923847,0.979014,1,1,0,4086.3,0.918742,0.895071
-4083.55,0.998439,0.278597,4,23,0,4084.41,0.889116,0.905293
-4084.34,0.994262,0.385467,2,5,0,4084.74,0.878561,0.906417
-4083.93,0.998777,0.528763,2,3,0,4084.47,0.880471,0.905455
-4083.5,1,0.729046,1,1,0,4083.83,0.883828,0.905175
-4083.5,0.0258718,1.00512,3,7,0,4084.07,0.883828,0.905175
-4085.51,0.800664,0.303049,3,7,0,4087,0.877107,0.903268
-4085.94,0.999251,0.306726,3,7,0,4086.07,0.892023,0.907188
-4084.61,0.977773,0.422227,1,3,0,4086.75,0.883303,0.907419
-4082.61,1,0.561173,3,7,0,4084.71,0.89441,0.902617
-4082.75,0.984466,0.770494,2,3,0,4082.81,0.889445,0.902167
-4084.75,0.167557,1.03101,2,3,0,4085.4,0.883877,0.90754
-4083.16,0.994948,0.394336,3,7,0,4084.91,0.885633,0.904082
-4082.89,0.978325,0.536288,3,9,0,4083.78,0.906217,0.896288
-4082.72,1,0.709838,2,3,0,4082.84,0.908992,0.897386
-4083,0.901551,0.969385,2,3,0,4083,0.90835,0.895816
-4083,6.66052e-13,1.13853,1,1,0,4086.7,0.90835,0.895816
-4083.24,0.960808,0.34271,2,7,0,4083.8,0.902519,0.896313
-4083.11,0.929771,0.440925,3,7,0,4084.07,0.900107,0.902307
-4082.53,0.996572,0.540692,3,11,0,4083.11,0.897707,0.898988
-4082.53,0.0368667,0.731884,1,1,0,4085.19,0.897707,0.898988
-4084.2,0.94206,0.236174,3,11,0,4085.55,0.899232,0.903896
-4083.83,0.998602,0.294944,3,15,0,4084.59,0.894375,0.897817
-4082.79,0.895296,0.400079,2,3,0,4085.63,0.896294,0.902719
-4083.93,0.863919,0.464963,2,7,0,4084.73,0.894861,0.897548
-4082.3,0.873493,0.51548,2,3,0,4084.79,0.900466,0.899343
-4084.83,0.578475,0.57926,2,7,0,4085.8,0.912557,0.900087
-4083.72,1,0.421855,2,7,0,4085.54,0.907401,0.90076
-4085.18,0.860974,0.570435,2,5,0,4086.31,0.914369,0.899721
-4083.89,1,0.628606,2,7,0,4085.35,0.88691,0.9006
-4082.3,0.841961,0.847714,2,5,0,4083.06,0.897443,0.900522
-4083.83,0.20856,0.907266,2,5,0,4084.57,0.884307,0.901992
-4082.47,0.996659,0.387741,2,7,0,4083.9,0.892787,0.901664
-4084.29,0.757651,0.51978,2,5,0,4085.3,0.881785,0.902553
-4083.66,0.990325,0.492983,2,7,0,4084.96,0.906608,0.900969
-4083.66,0.617707,0.653447,1,3,0,4085.58,0.906608,0.900969
-4082.5,0.973884,0.506905,2,7,0,4083.85,0.893347,0.900858
-4082.31,1,0.655268,2,7,0,4082.5,0.897188,0.900646
-4082.31,0.704473,0.878044,1,3,0,4082.44,0.897188,0.900646
-4083.48,0.809394,0.771508,3,7,0,4083.62,0.914692,0.896771
-4082.31,0.948956,0.787251,2,7,0,4083.61,0.898652,0.899676
-4082.31,0.00286884,0.978694,1,3,0,4086.32,0.898652,0.899676
-4082.61,0.763704,0.319474,3,7,0,4086.69,0.899668,0.898203
-4082.54,0.966557,0.306278,2,3,0,4083.12,0.899038,0.898566
-4083.32,0.905758,0.390552,3,7,0,4083.6,0.905442,0.900908
-4082.39,0.996424,0.456773,2,7,0,4083.53,0.894548,0.901058
-4082.46,0.975632,0.605961,3,7,0,4082.62,0.894893,0.900304
-4082.46,0.779077,0.779809,1,3,0,4083.16,0.894893,0.900304
-4082.57,0.939306,0.762429,2,7,0,4083.18,0.904846,0.899486
-4082.57,0.0379361,0.931232,1,1,0,4083.12,0.904846,0.899486
-4084.16,0.878666,0.326084,2,3,0,4084.33,0.906788,0.901507
-4082.31,0.996643,0.36665,2,7,0,4084.01,0.898719,0.900557
-4083.99,0.643207,0.484785,1,3,0,4084.47,0.890701,0.898909
-4082.69,0.947068,0.393718,2,3,0,4084.78,0.904461,0.900045
-4083.02,0.921446,0.485607,1,1,0,4083.06,0.905683,0.900314
-4082.87,0.835905,0.577724,2,7,0,4084.53,0.910296,0.896471
-4082.52,0.807734,0.611037,2,7,0,4084.04,0.897345,0.899126
-4082.44,0.901101,0.621766,2,7,0,4082.95,0.897603,0.90148
-4082.91,0.945052,0.718224,2,3,0,4083.84,0.888907,0.903871
-4082.91,0.169276,0.880001,2,3,0,4083.32,0.888907,0.903871
-4082.94,0.989444,0.377094,2,3,0,4083.03,0.890569,0.903939
-4083.63,0.813509,0.490818,2,3,0,4084.37,0.890929,0.905131
-4083.43,0.849349,0.503448,2,5,0,4084.98,0.89439,0.898337
-4083.53,0.969923,0.541812,2,7,0,4084.42,0.898449,0.896955
-4083.88,0.987077,0.68518,2,3,0,4084.11,0.913594,0.898387
-4082.53,0.573797,0.885655,3,7,0,4083.55,0.896396,0.899427
-4082.53,0.0283213,0.658624,1,1,0,4085.98,0.896396,0.899427
-4083.82,0.952409,0.237167,3,7,0,4084.65,0.896916,0.904098
-4084.12,0.984344,0.29293,3,15,0,4084.6,0.890447,0.89885
-4084.1,0.884356,0.377097,3,7,0,4086.82,0.897851,0.896448
-4083.58,1,0.424815,1,1,0,4084.13,0.899406,0.896621
-4082.68,1,0.557215,2,3,0,4083.52,0.906672,0.899006
-4082.6,0.993397,0.730009,2,3,0,4082.72,0.897923,0.89872
-4082.6,0.995058,0.947004,1,3,0,4083.57,0.897923,0.89872
-4082.57,0.333551,1.22979,1,3,0,4082.61,0.905772,0.899012
-4082.33,0.910732,0.671087,3,7,0,4083.17,0.898687,0.899537
-4083.43,0.760422,0.780276,1,3,0,4086.03,0.883536,0.904053
-4084.24,0.686379,0.745335,2,3,0,4084.53,0.878764,0.905613
-4082.59,1,0.646712,2,3,0,4084.42,0.896761,0.902134
-4082.64,0.56371,0.84353,2,3,0,4082.88,0.898505,0.901858
-4082.64,0.466012,0.624592,1,3,0,4084.95,0.898505,0.901858
-4083.92,0.92671,0.408125,3,11,0,4084.71,0.909315,0.894098
-4083.03,0.882848,0.483958,2,7,0,4086.14,0.900088,0.90218
-4082.57,0.771324,0.541991,2,3,0,4083.96,0.892273,0.902615
-4083.13,0.865945,0.525723,2,3,0,4083.46,0.886417,0.902635
-4082.8,0.990467,0.575763,2,3,0,4083.08,0.891184,0.903499
-4082.66,0.836881,0.739166,2,3,0,4083.07,0.892514,0.900603
-4082.49,1,0.779188,2,7,0,4082.6,0.900164,0.898408
-4082.44,0.457143,1.01088,1,3,0,4082.98,0.893618,0.901248
-4082.35,0.961475,0.65696,2,7,0,4083.42,0.902164,0.899576
-4083.22,0.645061,0.811053,3,7,0,4083.58,0.911388,0.89518
-4083.22,0.0564187,0.670149,1,1,0,4086.81,0.911388,0.89518
-4082.69,0.984351,0.26335,4,15,0,4086.25,0.908466,0.897092
-4084.99,0.83002,0.334812,2,7,0,4085.62,0.896466,0.895976
-4085.5,0.984742,0.35017,3,7,0,4085.95,0.893988,0.896294
-4083.29,1,0.444726,2,7,0,4085.12,0.907548,0.900058
-4083.57,0.819682,0.575177,2,7,0,4085.28,0.904033,0.89552
-4083.07,1,0.593019,1,3,0,4083.76,0.910266,0.895582
-4083.96,0.929923,0.76575,2,3,0,4084.03,0.91843,0.894288
-4083.11,0.446079,0.905175,2,3,0,4084.51,0.893417,0.899187
-4083.92,0.933889,0.585682,2,7,0,4084.8,0.914301,0.898105
-4083.08,0.989955,0.695635,2,3,0,4083.64,0.908677,0.895597
-4082.72,0.973531,0.885088,2,7,0,4083.59,0.890713,0.901355
-4082.72,0.135658,1.10246,1,3,0,4084.62,0.890713,0.901355
-4082.82,0.857213,0.487655,2,3,0,4083.71,0.888916,0.90215
-4082.41,0.950508,0.526454,2,3,0,4082.97,0.894403,0.901702
-4084.71,0.880506,0.637254,3,7,0,4087.3,0.878042,0.907458
-4084.71,0.15414,0.707336,2,7,0,4089.04,0.878042,0.907458
-4084.79,0.999311,0.322271,2,3,0,4084.88,0.87835,0.907698
-4085.05,0.992805,0.414013,3,7,0,4085.22,0.879015,0.908204
-4084.55,1,0.527165,2,3,0,4085.18,0.877947,0.906957
-4085.34,0.808141,0.67654,2,3,0,4085.88,0.875037,0.908267
-4083.63,0.887992,0.686897,2,3,0,4085.46,0.882519,0.905204
-4084.66,0.472485,0.768356,1,1,0,4084.76,0.889278,0.906638
-4083.57,0.935067,0.519253,3,15,0,4085.25,0.915494,0.894675
-4083.19,0.81101,0.614915,2,5,0,4084.61,0.895331,0.898382
-4082.65,0.992782,0.626511,2,7,0,4084.94,0.89029,0.902339
-4082.65,0.639466,0.794601,1,3,0,4084.98,0.89029,0.902339
-4082.65,0.526286,0.658263,1,3,0,4083.87,0.89029,0.902339
-4082.75,0.883147,0.476337,3,7,0,4083.71,0.891553,0.900807
-4082.56,0.930131,0.529304,2,7,0,4083.27,0.899431,0.901391
-4082.69,0.919012,0.621933,2,7,0,4083.67,0.899646,0.898007
-4082.9,1,0.720708,2,7,0,4082.92,0.909559,0.898204
-4082.9,0.0643696,0.919349,1,3,0,4084.01,0.909559,0.898204
-4083.83,0.911491,0.384775,3,7,0,4084.19,0.904741,0.90183
-4083.16,0.983499,0.441936,3,7,0,4084.34,0.911594,0.897819
-4082.99,0.986249,0.552566,2,7,0,4083.92,0.89512,0.898801
-4083.06,0.991227,0.692596,2,3,0,4083.09,0.902144,0.901616
-4083.06,0.053913,0.872536,2,3,0,4084.95,0.902144,0.901616
-4082.81,1,0.363476,1,1,0,4083.05,0.901263,0.901444
-4082.89,0.998743,0.462803,2,7,0,4082.9,0.891657,0.900346
-4083.03,0.990032,0.587907,2,3,0,4083.33,0.888773,0.904254
